supplier,brand,lens,code,category,index,material,form,type,blank_mm,sph_min,sph_max,cyl_max,combined_max,range_basis,add_min,add_max,add_range,price,price_promo,price_basis,coating,min_fh_mm,notes
ZEISS,ZEISS,SmartLife Progressive Plus 1.50,,Progressive,1.50,PhotoFusionX,Freeform,grind,,-7.00,+5.00,-4.00,7.00,sphere,0.75,3.50,Add 0.75 to 3.50,132.98,88.66,L25,DuraVision Plus Platinum UV,13,ZEISS book p20; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $141.85 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.50,,Progressive,1.50,PhotoFusionX,Freeform,grind,,-7.00,+5.00,-4.00,7.00,sphere,0.75,3.50,Add 0.75 to 3.50,130.59,87.06,L25,DuraVision Plus Chrome UV,13,ZEISS book p20; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $139.30 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.50,,Progressive,1.50,PhotoFusionX,Freeform,grind,,-7.00,+5.00,-4.00,7.00,sphere,0.75,3.50,Add 0.75 to 3.50,105.05,70.03,L25,DSHC hard coat,13,ZEISS book p20; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $112.05 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.50,,Progressive,1.50,Polarised,Freeform,grind,,-8.00,+5.00,-4.00,8.00,sphere,0.75,3.50,Add 0.75 to 3.50,134.39,89.59,L25,DuraVision Plus Gold UV,13,ZEISS book p20; Polarised Grey/ Brown/ Pioneer; book $143.35 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.50,,Progressive,1.50,Polarised,Freeform,grind,,-8.00,+5.00,-4.00,8.00,sphere,0.75,3.50,Add 0.75 to 3.50,133.83,89.22,L25,DuraVision Plus Platinum UV,13,ZEISS book p20; Polarised Grey/ Brown/ Pioneer; book $142.75 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.50,,Progressive,1.50,Polarised,Freeform,grind,,-8.00,+5.00,-4.00,8.00,sphere,0.75,3.50,Add 0.75 to 3.50,131.44,87.62,L25,DuraVision Plus Chrome UV,13,ZEISS book p20; Polarised Grey/ Brown/ Pioneer; book $140.20 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.50,,Progressive,1.50,Polarised,Freeform,grind,,-8.00,+5.00,-4.00,8.00,sphere,0.75,3.50,Add 0.75 to 3.50,131.44,87.62,L25,DuraVision Plus Sun UV,13,ZEISS book p20; Polarised Grey/ Brown/ Pioneer; book $140.20 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.50,,Progressive,1.50,Polarised,Freeform,grind,,-8.00,+5.00,-4.00,8.00,sphere,0.75,3.50,Add 0.75 to 3.50,105.89,70.59,L25,DSHC hard coat,13,ZEISS book p20; Polarised Grey/ Brown/ Pioneer; book $112.95 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.50,,Progressive,1.50,AdaptiveSun PhotoFusion,Freeform,grind,,-7.00,+5.00,-4.00,7.00,sphere,0.75,3.50,Add 0.75 to 3.50,158.53,105.69,L25,DuraVision Plus Gold UV,13,ZEISS book p20; AdaptiveSun PhotoFusion Grey/ Brown/ Pioneer/Blue; book $169.10 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.50,,Progressive,1.50,AdaptiveSun PhotoFusion,Freeform,grind,,-7.00,+5.00,-4.00,7.00,sphere,0.75,3.50,Add 0.75 to 3.50,157.97,105.31,L25,DuraVision Plus Platinum UV,13,ZEISS book p20; AdaptiveSun PhotoFusion Grey/ Brown/ Pioneer/Blue; book $168.50 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.50,,Progressive,1.50,AdaptiveSun PhotoFusion,Freeform,grind,,-7.00,+5.00,-4.00,7.00,sphere,0.75,3.50,Add 0.75 to 3.50,155.58,103.72,L25,DuraVision Plus Chrome UV,13,ZEISS book p20; AdaptiveSun PhotoFusion Grey/ Brown/ Pioneer/Blue; book $165.95 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.50,,Progressive,1.50,AdaptiveSun PhotoFusion,Freeform,grind,,-7.00,+5.00,-4.00,7.00,sphere,0.75,3.50,Add 0.75 to 3.50,130.03,86.69,L25,DSHC hard coat,13,ZEISS book p20; AdaptiveSun PhotoFusion Grey/ Brown/ Pioneer/Blue; book $138.70 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.50,,Progressive,1.50,AdaptiveSun Polarised,Freeform,grind,,-8.00,+5.00,-4.00,8.00,sphere,0.75,3.50,Add 0.75 to 3.50,161.02,107.34,L25,DuraVision Plus Gold UV,13,ZEISS book p20; AdaptiveSun Polarised Grey/ Brown/ Pioneer; book $171.75 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.50,,Progressive,1.50,AdaptiveSun Polarised,Freeform,grind,,-8.00,+5.00,-4.00,8.00,sphere,0.75,3.50,Add 0.75 to 3.50,160.45,106.97,L25,DuraVision Plus Platinum UV,13,ZEISS book p20; AdaptiveSun Polarised Grey/ Brown/ Pioneer; book $171.15 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.50,,Progressive,1.50,AdaptiveSun Polarised,Freeform,grind,,-8.00,+5.00,-4.00,8.00,sphere,0.75,3.50,Add 0.75 to 3.50,158.06,105.38,L25,DuraVision Plus Chrome UV,13,ZEISS book p20; AdaptiveSun Polarised Grey/ Brown/ Pioneer; book $168.60 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.50,,Progressive,1.50,AdaptiveSun Polarised,Freeform,grind,,-8.00,+5.00,-4.00,8.00,sphere,0.75,3.50,Add 0.75 to 3.50,158.06,105.38,L25,DuraVision Plus Sun UV,13,ZEISS book p20; AdaptiveSun Polarised Grey/ Brown/ Pioneer; book $168.60 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.50,,Progressive,1.50,AdaptiveSun Polarised,Freeform,grind,,-8.00,+5.00,-4.00,8.00,sphere,0.75,3.50,Add 0.75 to 3.50,132.52,88.34,L25,DSHC hard coat,13,ZEISS book p20; AdaptiveSun Polarised Grey/ Brown/ Pioneer; book $141.35 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.53,,Progressive,1.53,Clear,Freeform,grind,,-7.00,+5.00,-4.00,7.00,sphere,0.75,3.50,Add 0.75 to 3.50,124.41,82.94,L25,DuraVision Plus Gold UV,13,ZEISS book p20; Clear; book $132.70 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.53,,Progressive,1.53,Clear,Freeform,grind,,-7.00,+5.00,-4.00,7.00,sphere,0.75,3.50,Add 0.75 to 3.50,123.84,82.56,L25,DuraVision Plus Platinum UV,13,ZEISS book p20; Clear; book $132.10 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.53,,Progressive,1.53,Clear,Freeform,grind,,-7.00,+5.00,-4.00,7.00,sphere,0.75,3.50,Add 0.75 to 3.50,121.45,80.97,L25,DuraVision Plus Chrome UV,13,ZEISS book p20; Clear; book $129.55 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.53,,Progressive,1.53,Clear,Freeform,grind,,-7.00,+5.00,-4.00,7.00,sphere,0.75,3.50,Add 0.75 to 3.50,95.91,63.94,L25,DSHC hard coat,13,ZEISS book p20; Clear; book $102.30 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.53,,Progressive,1.53,Polarised,Freeform,grind,,-7.00,+5.00,-4.00,7.00,sphere,0.75,3.50,Add 0.75 to 3.50,154.36,102.91,L25,DuraVision Plus Gold UV,13,ZEISS book p20; Polarised Grey/ Brown; book $164.65 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.53,,Progressive,1.53,Polarised,Freeform,grind,,-7.00,+5.00,-4.00,7.00,sphere,0.75,3.50,Add 0.75 to 3.50,153.80,102.53,L25,DuraVision Plus Platinum UV,13,ZEISS book p20; Polarised Grey/ Brown; book $164.05 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.53,,Progressive,1.53,Polarised,Freeform,grind,,-7.00,+5.00,-4.00,7.00,sphere,0.75,3.50,Add 0.75 to 3.50,151.41,100.94,L25,DuraVision Plus Chrome UV,13,ZEISS book p20; Polarised Grey/ Brown; book $161.50 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.53,,Progressive,1.53,Polarised,Freeform,grind,,-7.00,+5.00,-4.00,7.00,sphere,0.75,3.50,Add 0.75 to 3.50,151.41,100.94,L25,DuraVision Plus Sun UV,13,ZEISS book p20; Polarised Grey/ Brown; book $161.50 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.53,,Progressive,1.53,Polarised,Freeform,grind,,-7.00,+5.00,-4.00,7.00,sphere,0.75,3.50,Add 0.75 to 3.50,125.86,83.91,L25,DSHC hard coat,13,ZEISS book p20; Polarised Grey/ Brown; book $134.25 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.59,,Progressive,1.59,Clear,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,4.00,Add 0.75 to 4.00,131.06,87.38,L25,DuraVision Plus Gold UV,13,ZEISS book p20; Clear; book $139.80 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.59,,Progressive,1.59,Clear,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,4.00,Add 0.75 to 4.00,130.50,87.00,L25,DuraVision Plus Platinum UV,13,ZEISS book p20; Clear; book $139.20 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.59,,Progressive,1.59,Clear,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,4.00,Add 0.75 to 4.00,128.11,85.41,L25,DuraVision Plus Chrome UV,13,ZEISS book p20; Clear; book $136.65 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.59,,Progressive,1.59,Clear,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,4.00,Add 0.75 to 4.00,102.56,68.38,L25,DSHC hard coat,13,ZEISS book p20; Clear; book $109.40 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.59,,Progressive,1.59,PhotoFusionX,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,4.00,Add 0.75 to 4.00,160.22,106.81,L25,DuraVision Plus Gold UV,13,ZEISS book p20; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $170.90 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.59,,Progressive,1.59,PhotoFusionX,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,4.00,Add 0.75 to 4.00,159.66,106.44,L25,DuraVision Plus Platinum UV,13,ZEISS book p20; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $170.30 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.59,,Progressive,1.59,PhotoFusionX,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,4.00,Add 0.75 to 4.00,157.27,104.84,L25,DuraVision Plus Chrome UV,13,ZEISS book p20; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $167.75 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.59,,Progressive,1.59,PhotoFusionX,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,4.00,Add 0.75 to 4.00,131.72,87.81,L25,DSHC hard coat,13,ZEISS book p20; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $140.50 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.59,,Progressive,1.59,Polarised,Freeform,grind,,-10.00,+6.00,-4.00,10.00,sphere,0.75,3.50,Add 0.75 to 3.50,161.06,107.38,L25,DuraVision Plus Gold UV,13,ZEISS book p20; Polarised Grey/ Brown; book $171.80 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.59,,Progressive,1.59,Polarised,Freeform,grind,,-10.00,+6.00,-4.00,10.00,sphere,0.75,3.50,Add 0.75 to 3.50,160.50,107.00,L25,DuraVision Plus Platinum UV,13,ZEISS book p20; Polarised Grey/ Brown; book $171.20 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.59,,Progressive,1.59,Polarised,Freeform,grind,,-10.00,+6.00,-4.00,10.00,sphere,0.75,3.50,Add 0.75 to 3.50,158.11,105.41,L25,DuraVision Plus Chrome UV,13,ZEISS book p20; Polarised Grey/ Brown; book $168.65 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.59,,Progressive,1.59,Polarised,Freeform,grind,,-10.00,+6.00,-4.00,10.00,sphere,0.75,3.50,Add 0.75 to 3.50,158.11,105.41,L25,DuraVision Plus Sun UV,13,ZEISS book p20; Polarised Grey/ Brown; book $168.65 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.59,,Progressive,1.59,Polarised,Freeform,grind,,-10.00,+6.00,-4.00,10.00,sphere,0.75,3.50,Add 0.75 to 3.50,132.56,88.38,L25,DSHC hard coat,13,ZEISS book p20; Polarised Grey/ Brown; book $141.40 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.60,,Progressive,1.60,Clear,Freeform,grind,,-10.00,+10.00,-6.00,10.00,sphere,0.75,4.00,Add 0.75 to 4.00,131.06,87.38,L25,DuraVision Plus Gold UV,13,ZEISS book p20; Clear; book $139.80 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.60,,Progressive,1.60,Clear,Freeform,grind,,-10.00,+10.00,-6.00,10.00,sphere,0.75,4.00,Add 0.75 to 4.00,130.50,87.00,L25,DuraVision Plus Platinum UV,13,ZEISS book p20; Clear; book $139.20 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.60,,Progressive,1.60,Clear,Freeform,grind,,-10.00,+10.00,-6.00,10.00,sphere,0.75,4.00,Add 0.75 to 4.00,128.11,85.41,L25,DuraVision Plus Chrome UV,13,ZEISS book p20; Clear; book $136.65 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.60,,Progressive,1.60,Clear,Freeform,grind,,-10.00,+10.00,-6.00,10.00,sphere,0.75,4.00,Add 0.75 to 4.00,102.56,68.38,L25,DSHC hard coat,13,ZEISS book p20; Clear; book $109.40 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.60,,Progressive,1.60,Clear BluePro,Freeform,grind,,-10.00,+10.00,-6.00,10.00,sphere,0.75,4.00,Add 0.75 to 4.00,133.17,88.78,L25,DuraVision Plus Gold UV,13,ZEISS book p20; Clear BluePro; book $142.05 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.60,,Progressive,1.60,Clear BluePro,Freeform,grind,,-10.00,+10.00,-6.00,10.00,sphere,0.75,4.00,Add 0.75 to 4.00,132.61,88.41,L25,DuraVision Plus Platinum UV,13,ZEISS book p20; Clear BluePro; book $141.45 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.60,,Progressive,1.60,Clear BluePro,Freeform,grind,,-10.00,+10.00,-6.00,10.00,sphere,0.75,4.00,Add 0.75 to 4.00,130.22,86.81,L25,DuraVision Plus Chrome UV,13,ZEISS book p20; Clear BluePro; book $138.90 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.60,,Progressive,1.60,PhotoFusionX,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,4.00,Add 0.75 to 4.00,160.22,106.81,L25,DuraVision Plus Gold UV,13,ZEISS book p20; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $170.90 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.60,,Progressive,1.60,PhotoFusionX,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,4.00,Add 0.75 to 4.00,159.66,106.44,L25,DuraVision Plus Platinum UV,13,ZEISS book p20; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $170.30 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.60,,Progressive,1.60,PhotoFusionX,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,4.00,Add 0.75 to 4.00,157.27,104.84,L25,DuraVision Plus Chrome UV,13,ZEISS book p20; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $167.75 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.60,,Progressive,1.60,PhotoFusionX,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,4.00,Add 0.75 to 4.00,131.72,87.81,L25,DSHC hard coat,13,ZEISS book p20; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $140.50 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.60,,Progressive,1.60,Polarised,Freeform,grind,,-11.00,+6.00,-6.00,11.00,sphere,0.75,3.50,Add 0.75 to 3.50,161.06,107.38,L25,DuraVision Plus Gold UV,13,ZEISS book p20; Polarised Grey/ Brown/ Pioneer; book $171.80 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.60,,Progressive,1.60,Polarised,Freeform,grind,,-11.00,+6.00,-6.00,11.00,sphere,0.75,3.50,Add 0.75 to 3.50,160.50,107.00,L25,DuraVision Plus Platinum UV,13,ZEISS book p20; Polarised Grey/ Brown/ Pioneer; book $171.20 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.60,,Progressive,1.60,Polarised,Freeform,grind,,-11.00,+6.00,-6.00,11.00,sphere,0.75,3.50,Add 0.75 to 3.50,158.11,105.41,L25,DuraVision Plus Chrome UV,13,ZEISS book p20; Polarised Grey/ Brown/ Pioneer; book $168.65 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.60,,Progressive,1.60,Polarised,Freeform,grind,,-11.00,+6.00,-6.00,11.00,sphere,0.75,3.50,Add 0.75 to 3.50,158.11,105.41,L25,DuraVision Plus Sun UV,13,ZEISS book p20; Polarised Grey/ Brown/ Pioneer; book $168.65 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.60,,Progressive,1.60,Polarised,Freeform,grind,,-11.00,+6.00,-6.00,11.00,sphere,0.75,3.50,Add 0.75 to 3.50,132.56,88.38,L25,DSHC hard coat,13,ZEISS book p20; Polarised Grey/ Brown/ Pioneer; book $141.40 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.60,,Progressive,1.60,AdaptiveSun PhotoFusion,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,4.00,Add 0.75 to 4.00,185.20,123.47,L25,DuraVision Plus Gold UV,13,ZEISS book p20; AdaptiveSun PhotoFusion Grey/ Brown/ Pioneer/Blue; book $197.55 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.60,,Progressive,1.60,AdaptiveSun PhotoFusion,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,4.00,Add 0.75 to 4.00,184.64,123.09,L25,DuraVision Plus Platinum UV,13,ZEISS book p20; AdaptiveSun PhotoFusion Grey/ Brown/ Pioneer/Blue; book $196.95 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.60,,Progressive,1.60,AdaptiveSun PhotoFusion,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,4.00,Add 0.75 to 4.00,182.25,121.50,L25,DuraVision Plus Chrome UV,13,ZEISS book p20; AdaptiveSun PhotoFusion Grey/ Brown/ Pioneer/Blue; book $194.40 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.60,,Progressive,1.60,AdaptiveSun PhotoFusion,Freeform,grind,,-10.00,+6.00,-6.00,10.00,sphere,0.75,4.00,Add 0.75 to 4.00,156.70,104.47,L25,DSHC hard coat,13,ZEISS book p20; AdaptiveSun PhotoFusion Grey/ Brown/ Pioneer/Blue; book $167.15 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.60,,Progressive,1.60,AdaptiveSun Polarised,Freeform,grind,,-11.00,+6.00,-6.00,11.00,sphere,0.75,3.50,Add 0.75 to 3.50,187.64,125.09,L25,DuraVision Plus Gold UV,13,ZEISS book p20; AdaptiveSun Polarised Grey/ Brown/ Pioneer; book $200.15 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.60,,Progressive,1.60,AdaptiveSun Polarised,Freeform,grind,,-11.00,+6.00,-6.00,11.00,sphere,0.75,3.50,Add 0.75 to 3.50,187.08,124.72,L25,DuraVision Plus Platinum UV,13,ZEISS book p20; AdaptiveSun Polarised Grey/ Brown/ Pioneer; book $199.55 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.60,,Progressive,1.60,AdaptiveSun Polarised,Freeform,grind,,-11.00,+6.00,-6.00,11.00,sphere,0.75,3.50,Add 0.75 to 3.50,184.69,123.12,L25,DuraVision Plus Chrome UV,13,ZEISS book p20; AdaptiveSun Polarised Grey/ Brown/ Pioneer; book $197.00 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.60,,Progressive,1.60,AdaptiveSun Polarised,Freeform,grind,,-11.00,+6.00,-6.00,11.00,sphere,0.75,3.50,Add 0.75 to 3.50,184.69,123.12,L25,DuraVision Plus Sun UV,13,ZEISS book p20; AdaptiveSun Polarised Grey/ Brown/ Pioneer; book $197.00 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.60,,Progressive,1.60,AdaptiveSun Polarised,Freeform,grind,,-11.00,+6.00,-6.00,11.00,sphere,0.75,3.50,Add 0.75 to 3.50,159.14,106.09,L25,DSHC hard coat,13,ZEISS book p20; AdaptiveSun Polarised Grey/ Brown/ Pioneer; book $169.75 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.67,,Progressive,1.67,Clear,Freeform,grind,,-17.00,+8.00,-6.00,17.00,sphere,0.75,3.50,Add 0.75 to 3.50,151.92,101.28,L25,DuraVision Plus Gold UV,13,ZEISS book p20; Clear; book $162.05 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.67,,Progressive,1.67,Clear,Freeform,grind,,-17.00,+8.00,-6.00,17.00,sphere,0.75,3.50,Add 0.75 to 3.50,151.36,100.91,L25,DuraVision Plus Platinum UV,13,ZEISS book p20; Clear; book $161.45 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.67,,Progressive,1.67,Clear,Freeform,grind,,-17.00,+8.00,-6.00,17.00,sphere,0.75,3.50,Add 0.75 to 3.50,148.97,99.31,L25,DuraVision Plus Chrome UV,13,ZEISS book p20; Clear; book $158.90 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.67,,Progressive,1.67,Clear BluePro,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,153.98,102.66,L25,DuraVision Plus Gold UV,13,ZEISS book p20; Clear BluePro; book $164.25 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.67,,Progressive,1.67,Clear BluePro,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,153.42,102.28,L25,DuraVision Plus Platinum UV,13,ZEISS book p20; Clear BluePro; book $163.65 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.67,,Progressive,1.67,Clear BluePro,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,151.03,100.69,L25,DuraVision Plus Chrome UV,13,ZEISS book p20; Clear BluePro; book $161.10 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.67,,Progressive,1.67,PhotoFusionX,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,181.03,120.69,L25,DuraVision Plus Gold UV,13,ZEISS book p20; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $193.10 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.67,,Progressive,1.67,PhotoFusionX,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,180.47,120.31,L25,DuraVision Plus Platinum UV,13,ZEISS book p20; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $192.50 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.67,,Progressive,1.67,PhotoFusionX,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,178.08,118.72,L25,DuraVision Plus Chrome UV,13,ZEISS book p20; PhotoFusionX Grey/Brown/Pioneer/Extra Grey/Blue/Burgundy/Black; book $189.95 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.67,,Progressive,1.67,Polarised,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,181.88,121.25,L25,DuraVision Plus Gold UV,13,ZEISS book p20; Polarised Grey/ Brown/ Pioneer; book $194.00 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.67,,Progressive,1.67,Polarised,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,181.31,120.88,L25,DuraVision Plus Platinum UV,13,ZEISS book p20; Polarised Grey/ Brown/ Pioneer; book $193.40 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.67,,Progressive,1.67,Polarised,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,178.92,119.28,L25,DuraVision Plus Chrome UV,13,ZEISS book p20; Polarised Grey/ Brown/ Pioneer; book $190.85 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.67,,Progressive,1.67,Polarised,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,178.92,119.28,L25,DuraVision Plus Sun UV,13,ZEISS book p20; Polarised Grey/ Brown/ Pioneer; book $190.85 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.67,,Progressive,1.67,AdaptiveSun PhotoFusion,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,206.02,137.34,L25,DuraVision Plus Gold UV,13,ZEISS book p20; AdaptiveSun PhotoFusion Grey/ Brown/ Pioneer; book $219.75 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.67,,Progressive,1.67,AdaptiveSun PhotoFusion,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,205.45,136.97,L25,DuraVision Plus Platinum UV,13,ZEISS book p20; AdaptiveSun PhotoFusion Grey/ Brown/ Pioneer; book $219.15 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.67,,Progressive,1.67,AdaptiveSun PhotoFusion,Freeform,grind,,-12.00,+8.00,-6.00,12.00,sphere,0.75,3.50,Add 0.75 to 3.50,203.06,135.38,L25,DuraVision Plus Chrome UV,13,ZEISS book p20; AdaptiveSun PhotoFusion Grey/ Brown/ Pioneer; book $216.60 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.74,,Progressive,1.74,Clear,Freeform,grind,,-20.00,+16.00,-6.00,20.00,sphere,0.75,3.50,Add 0.75 to 3.50,172.69,115.12,L25,DuraVision Plus Gold UV,13,ZEISS book p20; Clear; book $184.20 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.74,,Progressive,1.74,Clear,Freeform,grind,,-20.00,+16.00,-6.00,20.00,sphere,0.75,3.50,Add 0.75 to 3.50,172.12,114.75,L25,DuraVision Plus Platinum UV,13,ZEISS book p20; Clear; book $183.60 L20
ZEISS,ZEISS,SmartLife Progressive Plus 1.74,,Progressive,1.74,Clear,Freeform,grind,,-20.00,+16.00,-6.00,20.00,sphere,0.75,3.50,Add 0.75 to 3.50,169.73,113.16,L25,DuraVision Plus Chrome UV,13,ZEISS book p20; Clear; book $181.05 L20
